Index,Address,Time Diff between first and last (Mins),Face Attempts,Detected As a Robot At Least Once,Face Match Percentage,FLAG
1815,0x2fe6cfac5f58e16bb31ec7e0a5c15283cb961af9,334515.65,1,1,93.41793737784728,0
1816,0x2ff2efd717e0b0db379f0a144e501130c9dc9fca,502405.62,2,0,91.80596190420013,0
1817,0x2ff35bd5a0bc7d59bcc11d707c82f337fa87988e,323.08,1,0,100.0,0
1818,0x2ff3a6de1e4dc135db62b61989b4a5bd5bf8d4e5,67.82,2,0,96.75724536196074,0
1819,0x2ff99437f01dbc064426aafe21769de93de74ec6,884007.07,3,1,94.70548163146618,0
1820,0x3000a0dd016d57abc0eecf44539244c86b6e96bb,43585.33,2,0,91.52916174348393,0
1821,0x300553c31d84de3e13b574106a71921859a2146f,1106299.47,1,0,93.79665850981436,0
1822,0x30071893f3bf5df4ad25a718642d4fc879c627dc,463163.67,3,0,83.76098538276484,0
1823,0x301054c38625bcf29de51a84a7a42b5b95836aa3,226782.15,1,0,88.78350112638547,0
1824,0x301178d6bab33ba678190950c84698e456ba4e35,797607.47,1,0,90.70471961647482,0
1825,0x3011d01339f933e6c7a9a992fd22794ffac424e7,1.87,1,0,87.63704078704261,0
1826,0x3015c4da01cf42c3d2ed0354d40911456235cdbd,4.17,1,0,94.85767936765023,0
1827,0x3019d22302d1ab2ad3495a1e53fdd78fd0c3df48,5.1,2,0,94.6262422097494,0
1828,0x301a5c5d1de6ade86d0f19e0674b35bb0b52df72,343054.9,3,1,88.55001681726417,0
1829,0x3029bfc6603827d175c879013dfb2b3c08c7145e,150819.82,1,0,92.14462181061724,0
1830,0x302e26fbe2e1b2f80f42f9c7a1bc3cd7cdfabc60,131497.08,1,0,97.81677459703728,0
1831,0x30474623652a896acc8fca53161901c7f0e13e90,18266.4,1,1,98.76825503012518,0
1832,0x304cdf97c9d92dde78caa374b97941fc5f2b333d,324.97,1,0,90.55039335533583,0
1833,0x304e2e6dd8785778f314e02ba214fb74d7d4101b,146221.72,1,1,88.43541142408428,0
1834,0x3051c7aee6a3bedd5289c84b47db45d7066cefaa,79.38,1,0,95.5779957523003,0
1835,0x305ca2db5d0460245ad9467bff7119a055170409,322.55,1,0,93.1340472658049,0
1836,0x30609fae5660a379db4bfd059239eabc5d432a14,317.83,1,0,92.31524273052639,0
1837,0x30681211b3e2d6ba114a7ef9f6ccd73dcd8da77d,313.93,1,0,90.45820586039065,0
1838,0x306bd0fe19a49ba35c212656a9177479e51d679a,9889.52,2,0,88.08913400301768,0
1839,0x306d60caf5ec9a16fb9024f9bdfe29d088a33c49,549913.48,3,0,99.05421267416307,0
1840,0x30736ca3a97adf34c65e3b6c8a4ad83eed250f64,1009512.07,1,0,90.32405955959364,0
1841,0x3079abf4c9640030b10097e71249feb86211ea49,1124108.08,2,0,93.68205264130606,0
1842,0x307a11777b70fc503d3b5394b76b4d84fcfc8b3d,534751.6,3,0,100.0,0
1843,0x3082f4c44e9754ede7e47248a21f0885a32ca0ec,101.48,1,0,100.0,0
1844,0x30845217c921bc59172ff5bdab941e57fc24dca5,332.48,1,0,96.7569202952257,0
1845,0x3084f385f5f43e2571b44732e166d51cd1a1d082,36782.12,2,0,90.60438861133021,0
1846,0x3086a3900d93d17d2202a5b357fa8b34216ffdfb,2247.43,1,0,79.59380415060595,0
1847,0x308b49ae3084c33957f44e2b4d8b61bfab1fab33,4.9,3,0,90.91958598984307,0
1848,0x308b95b1c9780127f885c26e3475a142b2fb194a,50.03,1,0,92.37734668463519,0
1849,0x309068e128fe8d1b76d43cebcb95c9b53f8f9199,55315.17,3,0,99.6678304255928,0
1850,0x30915b10d3017dffc2851b7b06fe64b3c250f567,1318816.4,1,0,90.0919425097972,0
1851,0x3099ab918e6bf25a595a59e64b81024b3d49dac1,226771.0,3,0,93.57856159094582,0
1852,0x3099ddf07bf7b9130e1ea155bb1a7a507f4283e4,5.9,2,0,94.70622906342217,0
1853,0x309ff63c015b2286e2af9b5da45a78be46d6fe7b,586272.63,1,0,90.49807234320247,0
1854,0x30a99f2d0e829a600e862bf3aacdc82f9aa44987,8650.8,1,0,96.21923946659878,0
1855,0x30ab1d9a7e18ab75e824f95cabf4df47da92a7a4,324.83,3,0,92.84452934067167,0
1856,0x30c0fb012bc5b4441d3f2328f1b085987f632677,728291.43,1,0,88.76448775816351,0
1857,0x30c3799a8b411a6a1640e054b4cca962e1cd7161,1047105.15,1,0,86.67865795123282,0
1858,0x30c7fc96cb489baa5f8fce5b8a468535c3b1f7aa,319.92,1,0,89.93630123142317,0
1859,0x30cc942b8524c15754c49d7cff84b1506f14b22b,319323.8,1,0,80.28601692748275,0
1860,0x30cfaf0b8a6f56bd44a50d0f54861efb0fa30c4b,60507.08,1,0,94.79158813498836,0
1861,0x30d138cd391ba60b8fc76ab03e51202dd3bb83ee,367509.0,1,0,92.87223657057463,0
1862,0x30d44eed7c702a94cad8ab54157ad731e1100f14,338.17,1,0,95.64794421429573,0
1863,0x30d60d222ca085512e5c2ad42c3e324624c14360,201102.08,1,0,85.42571647022035,0
1864,0x30d9fc17bfc9e34c4f2d9aab94fa13e5c336c77c,319328.87,1,0,97.74621371714407,0
1865,0x30da75433fdbaba86f40403ea0a4a633a8751d4a,198901.02,1,0,96.04502468721195,0
1866,0x30dfc9779d16ef6cc63c461cf17bac74c658f954,322.55,3,0,98.51530304257248,0
1867,0x30e10336ac270ffe1519562d76205e2fb22b2aa2,964528.65,1,0,86.0351067750291,0
1868,0x30e23d949296b8b7330cc6a3f35b4db8be26bf2c,1006531.95,3,0,92.43991929431739,0
1869,0x30efbc173d2c2b5190ff5b7eade657ecaaabcb1c,321.12,1,0,96.38910325009654,0
1870,0x30f3db5e280da4e3a33e821058ee956856fba385,321.4,1,0,87.1707666309583,0
1871,0x30fbb69e1eab35a975434b8d1b41f030d39be6a3,65.32,1,0,99.09560398403437,0
1872,0x30fccb503e11196f1d932ca2866dce16215f3e3c,68677.77,1,0,97.84972644101369,0
1873,0x30fee978617e39e528024d0334824ce0c632301f,78863.08,1,0,88.00744318181034,0
1874,0x31007af40693a09451b94c0a8d2f1fe11deb3f06,26064.78,1,0,94.24679798815,0
1875,0x31072ac38e98e47ddf63da4e11878519ef324c49,324.97,2,0,87.19029384532362,0
1876,0x311d2ce9d5632d830ca5bae7fe788ea7de0dedf0,978088.93,1,0,79.48162986450426,0
1877,0x311dedde5e0effc7b70dffdfff1e97dada5e262f,936759.1,1,0,91.34168863613945,0
1878,0x312872ce3bc4074b14af2235858eee22bfdef09d,175200.53,1,0,86.66348754594566,0
1879,0x3129628431ca6ccb9435d58741648879126f3864,24995.0,2,0,89.99774025540289,0
1880,0x3135865857b0856a7ea9526fe6cef1378f7a9229,535982.97,1,0,92.46407903501331,0
1881,0x31403d6da0831bcea313cdbd6c15e6c176e4430e,6941.1,1,0,89.08092393912071,0
1882,0x314159265dd8dbb310642f98f50c066173c1259b,151991.08,1,0,95.2177867283632,0
1883,0x31503a5a688a5483ec9a916efc519e596dcd7087,75.45,1,0,85.45008926655002,0
1884,0x315c2276fe4632738fa41febe6747b620aabaae4,566559.85,1,0,88.16790587288423,0
1885,0x316323f244d18674522d466b0261a0b26f924a55,162354.2,1,0,93.53520674342515,0
1886,0x3164247bc7d4f13ff19505f7d209c8865ce354aa,718.08,3,0,89.99327449201992,0
1887,0x316a553f5e96db3fe6c53b3507de93fc544063cb,327.12,1,0,94.74420075056645,0
1888,0x3174e0b8aa945883639ca20ae897def512094335,322.47,2,0,96.63446011184212,0
1889,0x31783f69341afb9781e46d52991635739dfb2cce,329.92,1,0,91.88628269462022,0
1890,0x3178f7f6550aa04d8472de1dc05052c5efa20340,729293.67,1,0,85.58054680748484,0
1891,0x3179710c08beea434a8bb4b0100d513e95edf3cb,65.57,2,0,98.74094009107198,0
1892,0x317a194c7b7117cfdf8cde4d85621e79df4c09e8,1047500.25,1,0,83.39601377486753,0
1893,0x317b2fbb74c00eb62dff689004558027d3547113,226781.67,1,0,95.54552119225858,0
1894,0x317ca58a0f0c89c149c2a020becd7b8dac68f3e2,499569.4,1,0,94.83637725477327,0
1895,0x318928f7ed114c49673866613c1f476792c051de,556.15,1,0,95.90917672933872,0
1896,0x31985345c87b7332f632c626bad03efbdaf72925,576550.47,3,0,90.4903484972117,0
1897,0x319aa8a0fb91e6f0db3d505c4758f08e58385104,57.45,1,0,83.34399339169035,0
1898,0x31a4980f67218311d4b305ddb148e222d6b318a0,302706.03,1,0,94.11157205678649,0
1899,0x31a71814d42464575f9d0c3acf0e4c46f4956b39,4.83,3,0,89.7648299715051,0
1900,0x31a9b3a25f297ba8ef54cecabbff5e777d506645,482434.07,1,0,83.43340724182538,0
1901,0x31b5bd99ceab03ea6cbef679b39ff14cc324fb36,3.2,1,1,89.52190582439064,0
1902,0x31bac2022a11f21da8b788f96ed5097d675c81f4,291451.1,1,0,96.6700526278327,0
1903,0x31bb24ed7741112970f5e334e4ad5b76403bb05d,137088.98,3,0,96.0521309914938,0
1904,0x31be7a4d3be2d036298b104a53711faf1e3ad9f3,933412.13,1,0,87.19684695679342,0
1905,0x31cdb0c992d4348c63f5ff2036510c849ff3b1ab,348894.37,3,0,86.90786966747923,0
1906,0x31d815d84383662a94633e940b9a91bdbff674d1,92273.45,3,0,93.57996766201667,0
1907,0x31de9bd460811e355922bfb3a0f7cb9bf21f5d68,9.17,1,0,98.2006424505616,0
1908,0x31e438d3080f18dfe815454c76e7341e92a04207,226778.2,2,0,95.22308720007132,0
1909,0x31e55c4f5fd749efb8fd8eba5dd76dbf3ad87679,65.32,1,0,88.56704514334973,0
1910,0x31e89d5186fa7aa857bf81e3bad5e183a006900c,20209.6,1,0,92.93685381877285,0
1911,0x31ebfdef452134d432274a6396610d0376edf141,930101.23,1,0,97.31778553458464,0
1912,0x31f5d6aed6f922b4f9cbcb282b619cc45df14d9e,546166.42,1,0,96.34513901347503,0
1913,0x31fedb3441e02f3d70b1dc43be268e5532b54c64,48730.72,3,0,82.68225603252992,0
1914,0x31ff071eba19860b5cd4eda1ec958d6e1e4dfe82,27352.08,1,0,97.55802919869261,0
1915,0x3205f4a9f1246eba7618ce4bdc60a1716eab3fca,468699.97,1,0,92.40690112167668,0
1916,0x3206dbedc9bfa09db1ff6d1949e4741edc0d488d,309.53,1,0,100.0,0
1917,0x32073b1f374feda75180f1ef0add861c59a25a10,19.42,1,0,93.28190748333219,0
1918,0x32095aace291e2adc9a5e4f8a5aeda87b4358ab5,68.53,2,0,93.99176664150797,0
1919,0x320b1377aa54f836feff0b3cba867ba0c94ac150,326.42,1,0,92.90271599383573,0
1920,0x321eb1ad0eee6e0175e937a3f3be2856dfeb75e3,283902.75,2,0,100.0,0
1921,0x32216b2605cb220b1f6d0317cb1e2ca8b5195a14,741486.0,2,0,94.56669748111449,0
1922,0x3225e91f174840a74720a5b60a05d2d7acf22178,148002.5,1,0,90.71371040038976,0
1923,0x32302478e846adb506eae6bd4f0d177c164758f9,931014.72,2,0,95.82526937357406,0
1924,0x3247c7e879ac2682ef02b2b987781570b86c4fd5,5.08,2,0,90.99660724014485,0
1925,0x32489c7881462dd8e2e279ea83f5c917ddd57a2d,319341.6,2,0,91.34942949344534,0
1926,0x324d2a23f754d53bf31ef18293a4507e2bda8bd5,322.6,1,0,96.55571000308952,0
1927,0x32510c4ac377de20802457c1b1a32c6fc6883450,275763.55,2,0,88.85593430389085,0
1928,0x326965015021af0b5f18977585f85906e4192acd,163636.85,1,0,86.22780236642333,0
1929,0x326e9ae0910f7a4c690a33c505555c40d42ce512,148810.28,2,0,89.52311773125642,0
1930,0x327547f9f552345da14d787dc330584683e09349,39.97,3,0,91.93268083059608,0
1931,0x3284ee45cf16f60656157104b71d00f058fb0e9e,52940.8,2,0,91.10089893183205,0
1932,0x32855f499bda19acaa52639712d8b7112cb97d1d,110893.35,1,0,87.9490407126348,0
1933,0x328bfe90b5d1406516256097d45d88d89a1242f9,67415.47,1,0,91.4245877047616,0
1934,0x328f5a462a91f082c5ec9c5c9342f11150d4230d,17.62,2,0,90.36254704333217,0
1935,0x3292e766590e64901c5c877d659fc181c8ea87a6,926369.08,1,0,91.39695372117329,0
1936,0x3297bfdad5d48063e8a00b03c8bcee96d2b66873,778330.27,1,0,95.97895954609318,0
1937,0x329c00101eff1ced1f5e8600e5f946d0ac54fad7,326492.0,1,0,88.83486730494825,0
1938,0x32aabe748bbda0854d76d685f2da3ff8ad534586,91550.33,3,0,91.32529934415633,0
1939,0x32ab6983423122e8115418f5798961961d06a764,9868.17,1,0,87.16591714408796,0
1940,0x32ae828c5122ee4372c7fa805b173b8637656e2b,197348.25,1,0,91.40616302405661,0
1941,0x32b9b948a0e910cc3ec6236e17cb7e9b300dc082,321.02,2,0,95.4926720239017,0
1942,0x32bc108a12d028b179c3f3b0110bd2f97eb5bc4b,15898.83,1,0,84.65831668354156,0
1943,0x32be343b94f860124dc4fee278fdcbd38c102d88,21254.62,2,0,91.33620659861593,0
1944,0x32c0581c7bc15a93853c408a2ea955694fb573d9,0.0,1,0,89.7426240503907,0
1945,0x32c43b3019db05d2c83e3dac6d238f94aa58dcc3,336104.9,2,0,91.7314622472821,0
1946,0x32d8741b7b0053174de8d8fa27a0cb2cc0042274,65.03,1,0,90.83977887404049,0
1947,0x32df3249b0b058b182a22c6318f51219b51355d3,1316347.4,1,0,83.15254892156675,0
1948,0x32efc592731a55d6908d740852a57fc5fad50d15,46067.95,1,0,89.09289416382364,0
1949,0x32f83d66d70cbe1e0675b216f17df50c1e8e68c6,527955.72,2,0,92.65538681169603,0
1950,0x3308040039809a299c4e59c1f603ffa4366ffa14,226785.9,1,0,87.35143811745608,0
1951,0x330a0b5696643de7dfdc51132ffed3692e15d5cc,957521.1,2,0,98.33461304210248,0
1952,0x33146d62f22eb8be73b1854494a23c5a67ee9efa,504285.38,3,0,100.0,0
1953,0x3316b21627f01b1b0498f27bb490157d05dc02dc,200099.62,1,0,99.21370007928007,0
1954,0x331ff970b438cfd58f18c0ca7ddfe1c6bf289610,999152.8,1,0,94.29147955413202,0
1955,0x332502330249278899e02226be60fed168a796ed,132985.05,3,0,91.8767838146454,0
1956,0x332f43d15aeb8a865260ced5685a4b3de6e3d450,1.97,1,0,100.0,0
1957,0x3333fc7891d304d2f72984e5bb7eaba6338b1727,0.0,1,0,96.15099397992356,0
1958,0x333e303f97569cf903e7bc7e4f76378de595a6a4,268.6,2,0,92.89084674950641,0
1959,0x3340772e457324569b97ae67298a6dca030d9723,162156.4,1,0,95.39339137104182,0
1960,0x3342649814717811764b1e04de3d34c969e55437,72.85,1,0,85.26509446426418,0
1961,0x33524c90d527be55374fa7b5dce0047658f609a2,55397.95,2,0,88.18936641777265,0
1962,0x336596de574b0964747e73dd80b660b1c17737fc,200687.43,1,0,84.68537059482357,0
1963,0x336c28283d2bec830ef9c57c1b7cbefcd5e30b8b,226764.55,1,0,92.40449063153238,0
1964,0x336d2faa6416f2e8f60491271fc940d07ab25550,1010767.08,2,0,85.72935633111886,0
1965,0x33701e91d1610c16d7da76cead83160316ff44fe,317.83,1,0,78.86082717407045,0
1966,0x3371dccf8b824b8f62ac4554041e64bb92bc6b71,319587.57,2,0,91.70857224869577,0
1967,0x3378c24677439ed10bea75cfcbdad87ae707332d,250411.05,1,0,98.66405396819135,0
1968,0x338031a963406754bc2b3872fa5078a7ebdebb54,70.3,1,0,88.29717149118976,0
1969,0x33835f746c31ab95209c2f5eccf74f12688554a3,946039.25,3,0,90.54287610460666,0
1970,0x3387bb86a1b195b3ae4d6a5d7668765e1ea3db6d,28772.53,1,0,100.0,0
1971,0x338f30f967c1367388975d063662bfd79833de66,291418.95,1,0,87.17341628069202,0
1972,0x339c577ebd53b8fb229d892c57dc36517497d859,11.77,1,0,92.87638216152334,0
1973,0x33a4da63d90ff11edce58c776e04e5b309637e75,319339.87,1,0,93.10715553813469,0
1974,0x33a8cb276153049c9d3905a26c700b27944d681a,173981.92,1,0,88.92579434857556,0
1975,0x33af04c25eb30c14f5d1652ce196e562c109eb9d,328.15,1,0,92.766785672738,0
1976,0x33b2d92a08e3ba4b8fec7330a8df1aeecd13f9a7,63.67,1,0,96.38807024255819,0
1977,0x33babc6cd1a6c0aee80622cc742f3e2d24463397,682390.27,2,0,99.7137700289599,0
1978,0x33bb2b45a21bbe5b301871118aad83495873eea2,326.97,1,1,94.66177658009181,0
1979,0x33c3aa2b52d55b99e31d4893519759846d3b16a4,18.47,3,0,95.30047055147138,0
1980,0x33c59371314c37e22b7d86dde9246c56fd86845f,1011410.55,1,1,83.17918384060097,0
1981,0x33c95c5facc3a528e8128ed6f02d7cc839383c6b,920796.33,1,1,93.87677742104016,0
1982,0x33cbccbb02f2125fe5290870bb5a5664cb4c778c,7.45,1,0,100.0,0
1983,0x33cbe8778c6e0d2c2d8b11b6b5821c85c7a36d86,438.3,2,0,90.70661595567033,0
1984,0x33ce09eec053e1a4bf847046135a94a4ec5f7260,322.78,1,1,97.76782960450763,0
1985,0x33d4a71e82d18ab897e547d8ef19eaabf07d8d9a,325.83,1,0,87.27798236191913,0
1986,0x33d5bc6de50b0a8b0e421e74fcbd3d91b9642181,78.0,1,1,84.60738825056487,0
1987,0x33e2dd4a0c64e19eb4a92cbe28d3300e554db080,93.08,1,0,89.45911014192475,0
1988,0x33e52c2b40aa4bbae444c338e6371f97dce5d08b,291426.48,2,0,88.32873894898302,0
1989,0x33f28ddc58dd297894b156a9bfc67afd94933872,47.62,1,0,95.41009823896786,0
1990,0x33f524dca40bd728ae248b00e8f527d46aa864fa,778799.4,3,0,88.15414401687326,0
1991,0x33f53d3222d6181c19722beb99a7b663bb356fc7,555420.95,1,0,91.22189927544402,0
1992,0x33f67d9f52a83f8f84ab3c14695c3e6a5f20739f,66.78,3,0,94.58806550297645,0
1993,0x33f9da14bfccc7f1dac986573be0180106355ad1,325.1,1,0,92.03664394040138,0
1994,0x3402f6ce5ec93dcd84eb7f0fa4b6d8806c5e3b66,326.03,2,0,89.99358333116605,0
1995,0x3405928a75bb0134d256871a0a5735442d440c2a,69.63,2,0,83.85418442924278,0
1996,0x340f90e16e8cf4010ab77e9c27f7712f30a0ca23,87561.22,2,0,100.0,0
1997,0x34155654d2a6ef9126de1998aedd50fd8cbf26c4,813543.02,1,0,87.93756557443722,0
1998,0x341779bf2b7c0eba79b92851f789edc4ae5c99d5,131657.12,2,1,86.67887497927805,0
1999,0x341973b8698ad386dd794c3367e99659dcfc5385,0.0,3,1,92.11464818400609,0
2000,0x34268f8c1ab79d2ebfb59e9637a59a3d323f0afd,319344.2,2,0,89.98947419323436,0
2001,0x3428a00a51ca130a62cd3309c4091dc6fc11c631,781966.58,1,0,85.16163805301687,0
2002,0x342b4cd5bfdcdb2c412eb7af31685dd9cf379bd8,564996.67,2,0,97.28756670026115,0
2003,0x342e0f268c58aa98ac438421453e7ba767ded9e2,210634.62,1,0,86.93727289103636,0
2004,0x343379619bab764d546d1dbb5fd13d2eb4375c18,248416.35,1,0,92.37119046007311,0
2005,0x343e94f9c1dc92955ebd711611d4adf47ba43a22,83138.48,1,0,88.2177360831835,0
2006,0x3440e75d16c79fa2c67bff4041ab3ea06c6824d0,768007.43,1,0,97.8801787753326,0
2007,0x3441f925e7ddab1df44650355dfbbaad57d2a443,1045320.87,1,0,96.15440107837793,0
2008,0x3442e29ddf468bc438d57b01fd0c2648d633f8e4,3.03,1,0,94.65385209998222,0
2009,0x3444afbaead9b630bf0bdd3292b12223b7209fc7,68.37,1,0,93.38226992035656,0
2010,0x3447bf18a51f41bbb20aad8b96259e36a80e4874,684414.1,1,0,84.25498839712824,0
2011,0x3449baf741e3e80c5ca109f126d0eb7259f811a6,513891.02,1,0,86.48147771048127,0
2012,0x344ae078033cfa8495226a0c797c9092d3417052,50.7,2,0,82.87583624276157,0
2013,0x344b4e61acc56f87f0ee1fec9763172cec8b7fd9,1024381.72,1,0,91.11651020563338,0
2014,0x34579ccc0a0666a514923063edee3b79bfc15347,0.0,1,0,95.42088603785871,0
2015,0x3458ac1ac6f9e9d1fbaf6d4c598d491e4f4fd938,58.37,2,0,99.5942086766509,0
2016,0x345e5599498397cc034c056816625737e221818a,45777.22,1,0,92.9595321975333,0
2017,0x3460158c5de3a61c010ce718b38efa2e44a78b85,351431.32,2,0,87.8705956286393,0
2018,0x346535d1723acc6f237f112876cf85749b24262e,480903.52,1,0,91.50840442730755,0
2019,0x346abf2004b511a44db1f2a07e4ef9797a4d4d60,440786.35,1,0,90.80177320883745,0
2020,0x346f118ead9871f1608ba9d737c1459f5a9dd2df,288.05,1,0,94.24594950804989,0
2021,0x347e609b64777713036434880b2bb77a06d6d0ed,32.03,1,0,98.47354461734709,0
2022,0x347f197e1a6baf6e723ad3af514ae9d73e1d2960,323.75,1,0,94.64292471333476,0
2023,0x348d65c52eca77a38535c0f2621501ccdd2647ef,2.12,1,0,95.70922154862883,0
2024,0x3497627895b72774927848239e923fe68997cc52,737414.95,1,0,85.76889221618494,0
2025,0x34a213ee19cbe47010854eeee878cf4af1a67069,4112.15,1,0,95.58607669699391,0
2026,0x34a31c42a435849c44b72c481abe2b74a1f99d5d,211.53,1,0,88.14537387817956,0
2027,0x34b2763c8b429357181add14e6695e12cd988127,96535.98,2,0,95.14617468017775,0
2028,0x34be54b435a8af03929d99f2f500937ddcf1bc9f,28038.68,1,0,86.26450623011452,0
2029,0x34cd14e564d8c82673adc0980a94736b38e13b68,327.8,1,0,86.05566537026213,0
2030,0x34cf0a3eedcbaacaecf240b55693d6bcb192e8a4,2680.68,1,0,89.34942273656313,0
2031,0x34df6fceb823b0d0f65f73d5c1a3c471f090f0ca,9437.78,1,0,93.34839711685522,0
2032,0x34e67a96933bab060970a9ec09fefb67231a34fb,126719.85,1,0,97.46199974499126,0
2033,0x34f94a00cb633b53be4dc5e751632ec283837783,7.15,2,0,93.07757009786688,0
2034,0x35028abf6411c2f9135221c655249a776d0f6678,70.17,1,0,96.81493783462213,0
2035,0x3509f7bd9557f8a9b793759b3e3bfa2cd505ae31,680886.22,2,0,90.183392394741,0
2036,0x350d038b70e4acea961427347c6bed44ad8a3d50,201139.0,3,0,95.14433430945807,0
2037,0x3520b0be89551596637d9df6f82d910fff2c6529,972.48,3,0,90.62216294179433,0
2038,0x352143be6cd0522ed6d715e6a4b389d43b69d18c,183884.68,1,0,91.28468662569152,0
2039,0x3521f15e8a372283fe526467c18cfbad7f6611f0,1.72,1,0,92.18638747229836,0
2040,0x352a3d9fde79fd356017ee05156f2959cbf76866,901559.75,1,0,92.33181183004136,0
2041,0x353846831d58aeb7cd4cbd0091eb426440e0ab0b,342942.6,1,0,87.302587585635,0
2042,0x3538e6deb6006ed8c51b83d67acd8b9ab9a55b48,68.15,1,0,80.68413510337409,0
2043,0x353c8c972b23c5d4b33d1f7db9ded856e07fbaf3,874130.45,1,0,96.59399625256384,0
2044,0x353cee5ee88430078eec0299efb50e87b79f2c49,463972.53,1,0,89.4971748472793,0
2045,0x3546316f7f85a18f814816863291720a6a39a60d,13969.9,1,0,92.45636672822398,0
2046,0x3547905beebdee2944e012e7eb98bf48b40cb7e2,54.97,3,0,92.903480574274,0
2047,0x356197840bf481cda31b7673f97b0593c5cebfe7,1017038.23,1,0,88.39676843597894,0
2048,0x3565bc09ba198fb40e831dfd9c4edb65c1cb20bb,327.37,1,0,88.259580335675,0
2049,0x35672be75aac127edb9faa748dd483f2beafd16e,734670.72,3,0,89.88553457559297,0
2050,0x35687fc923912897e5859a8b02415304f910f522,950313.48,1,0,89.60582560005926,0
2051,0x35691d9d2c145ddde2580a81c695809e29129911,0.0,1,0,91.55974644468859,0
2052,0x35727cb96fde97c09f0b37ea22749d9f5e03541a,3.2,2,0,90.65628542622049,0
2053,0x3573f6be93ca7a74c97d02a9df5a6ded5e3ef037,32791.43,1,0,93.99183389304345,0
2054,0x35756b28f4b749de31c17eabddd3bde990512eea,62.3,2,0,85.82319026629676,0
2055,0x3585ba03f329edd438afb100e735c9184bbb3ee0,803700.77,1,0,81.74002333074809,0
2056,0x3586781523bd02a377dfbc5ec2d5f9e2414979b6,324.53,1,0,90.90290436801072,0
2057,0x358a99c8bdbcc4c866cab7c63ecc986f753b6a11,548093.73,1,0,88.39911205931628,0
2058,0x3597460e7da0456fed39280ffdd15777780c50fe,468092.53,1,0,98.49492476400346,0
2059,0x35a0770cda49d63ed035b4501e7ff1600b9e65fc,59641.3,1,0,87.80621914484342,0
2060,0x35a331a51714582120f0f0a0ce2a60f489be5e96,142160.55,3,0,91.77338371633427,0
2061,0x35a344f3bbc856246dda2b72843fc8f70c38c678,974652.08,1,0,91.03867267116436,0
2062,0x35a80a8f2e3f6533f2b7ee9ceadad1b6007e2604,319312.13,1,0,90.3733524575348,0
2063,0x35aa838e84f3086dc7f29e0047c8a7821145cecc,2.38,2,0,89.98384387542,0
2064,0x35b7b97e997132714756dd45f9a72d1a624a07b1,311.9,1,0,89.59320264594518,0
2065,0x35bf69fd04c13eec841e25cc58809174500b96a7,226780.37,1,0,87.46512185711767,0
2066,0x35c4032cf3738d09d11f8e297c78da325e1fb733,77.02,1,0,92.75413683334449,0
2067,0x35d9e90113ab8438862adafc51279dbf12073f3c,78.88,2,0,99.9666352419183,0
2068,0x35dd9e2c727b64af6f741417d03cf8ae149c6f2b,374458.65,1,0,95.63987061044506,0
2069,0x35e69cd65886ec0f6f6bccfe53456226de8bd08c,61.55,1,0,100.0,0
2070,0x35e72027b290864c1cc4c94bd54c6e685527d02d,56396.1,2,0,88.60904392128327,0
2071,0x35e9ab45ca7078656fe29de20aa705b8118b8678,429407.2,1,0,90.92551370429034,0
2072,0x35ea42f703b3b87b400833bd5d425810392ac7fc,1541063.2,3,0,90.85751643316394,0
2073,0x35eaeb19e59fb4e14fd3ca16dc9da73d03ec51fe,1483.4,2,0,91.02746256942984,0
2074,0x35f173f8ee55bd5d3bd19169c8d02b096ec2669f,494014.03,1,0,89.78721392074281,0
2075,0x35f8078d37906fa4b4c74cdbb5855dc76e5b71fb,319292.87,1,0,83.2010252578402,0
2076,0x3605fc35932ab8e5c7d2b19da72f13844381bd1b,319.67,1,0,89.19496786923466,0
2077,0x360947e392c7b11eaea12a2642799a8df331ca7e,994620.28,3,0,88.69296403336452,0
2078,0x360c097f1ec5de025431ef79187601b038fc9b9f,940588.23,3,0,97.57291538277471,0
2079,0x36129a807094f2a2ab1883c524e4cfa629596019,192603.35,1,0,91.02192986245629,0
2080,0x36171a892cff3f89bea7e9f45e65009678e4e01b,791776.7,1,0,82.61004912167922,0
2081,0x361de628715053bc29bc40a89d66a180eb9ee085,319.4,1,0,96.84202679216587,0
2082,0x3621466f023fa88cdc9d9dcd81f147d93ed3e436,226749.52,1,0,81.79177350992259,0
2083,0x3629b45bbf972adc23c064d31b7d7c6ce17415d5,1727478.58,3,0,80.52776015674038,0
2084,0x362c622ca61a7d7d2a86fb98c07bb204808ecb29,6221.2,2,0,93.60363277193002,0
2085,0x36380f7a3e23d12c44df4420daf5ee47c3b063f9,226776.35,1,0,100.0,0
2086,0x36438e9604793228868dd7adf008339c70d5bc15,8.92,1,0,99.64754060925561,0
2087,0x364499826ade4a7a4ce79472249806db7f0cf06b,532800.37,1,0,88.27488648618579,0
2088,0x364515caf9d7cea6575e0dc17a3538cd88e66823,16188.07,2,0,98.60517345688604,0
2089,0x36459e1f2a115bf720140314e8e212b57aefc8fa,96717.38,3,0,93.72778382412788,0
2090,0x364bc189cf2a6bc58b737cf9f7052a54e8a1737c,15392.6,1,0,100.0,0
2091,0x3658786ecd837b5f97a3a40fbc4baab051f71518,259433.22,1,0,93.09892093203689,0
2092,0x36592cccdf4342a4282d7e6d5064c2d486ba6bfb,64.17,1,0,93.78055879523326,0
